,store_name,street_address,postal_code,cluster,lat,long
0,Harry Rosen Inc.,218 Yonge Blvd,M5M 3H8,1,45.4752,-73.6961
1,Despina Kirk Assets,113 Brock Street North,L1M 4H3,1,45.5057,-73.555
2,Lady Ann Superstore African Boutique,1758 Eglinton Ave West,M6E 2H6,8,43.8769,-79.2686
3,Precious Cuts,2900 Jane St,M3N 2J7,12,43.7124,-79.3644
4,Extoggery Store,10 Brentcliffe Road,M4G 3Y2,15,43.7568,-79.521
5,Elegant Wedding Bridal Show,200 de la Commune St W,H2Y 4B2,17,43.6889,-79.4507
6,NBS Global Services Inc,8531 Chemin Delmeade #103,H4T 1M1,5,43.9566,-78.9779
7,Facial Expressions by Giselle,144 Main Street North. Unit: 15,L3P 5T3,2,43.7335,-79.4177
8,Top Fashion,1000 Gerrard St E,M4M 3G6,19,43.6561,-79.3406
9,Addition-Elle,2300 Yonge St,M4P 1E4,12,43.7135,-79.3887
10,Lululemon Athletica,2558 Yonge St,M4P 2J2,12,43.7135,-79.3887
11,Livestock,116 Spadina Ave,M5V 2K6,11,43.6404,-79.3995
12,Fashion Accessories,439 Parliament St,M5A 3A1,0,43.6555,-79.3626
13,Skirt,476 Bloor St W,M5S 1X8,16,43.6629,-79.3987
14,Brooks Brothers,200 Bay UR1,M5J 2J8,11,43.62300000000001,-79.3936
15,H&amp;M,1 Dundas St W,M5G 1Z3,0,43.6564,-79.38600000000002
16,LIT,171 East Liberty St,M6K 3P6,11,43.6383,-79.4301
17,La Boutiques,1257 St Clair Ave W,M6E 1B8,17,43.6889,-79.4507
18,Gucci,130 Bloor St W,M5S 1N5,16,43.6629,-79.3987
19,Maxwell's Men's Shop,900 Don Mills Rd,M3C 1V6,18,43.7334,-79.3329
20,Cabaret,672 Queen St W,M6J 1E5,11,43.648,-79.4177
21,First Canadian Place,130 King W,M5X 1K7,0,43.6492,-79.3823
22,Bench,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
23,Bella Boutique,1197 St Clair Ave W,M6E 1B5,17,43.6889,-79.4507
24,Fashion Whore,1301 Bloor St W,M6H 1P1,17,43.6655,-79.4378
25,Sarah,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
26,Parasuco,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
27,Ralph Lauren,2 Queen St E,M5C 3G7,0,43.6513,-79.3756
28,Benetton,102 Bloor St W,M5S 1M8,16,43.6629,-79.3987
29,Finishing Touches,3281 Yonge St,M4N 2L8,12,43.7301,-79.3935
30,Prestige Retail Inc,1396 Gerrard St E,M4L 1Z4,19,43.6693,-79.3155
31,West 49 Inc,419 King St W,M5V 1K2,11,43.6404,-79.3995
32,Forever Umbrella,717 Queen St W,M6J 1E6,11,43.648,-79.4177
33,Chanel Boutique,131 Bloor W,M5G,0,43.6564,-79.38600000000002
34,Wolford Boutique,126 Cumberland St,M5R 1A6,16,43.6736,-79.4035
35,Massimo Dutti,200 Yonge Street,M5B 2H1,0,43.6572,-79.3783
36,At Eaze,385 Yonge St,M5B 1S1,0,43.6572,-79.3783
37,Paris Boutique,262 Parliament St,M5A 3A4,0,43.6555,-79.3626
38,Brian Bailey,878 Queen St W,M6J 1G3,11,43.648,-79.4177
39,Kind Exchange,439 Danforth Ave,M4K 1P1,19,43.6803,-79.3538
40,Top Gear,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
41,Tilley Endurables Inc,77 Front St E,M5E 1B8,0,43.6456,-79.3754
42,Hermes,130 Bloor St W,M5S 1N6,16,43.6629,-79.3987
43,Hugo Boss Canada Inc,39 Hazelton Av,M5R 2E2,16,43.6736,-79.4035
44,Victoire,129 Ossington Ave,M6J 2Z6,11,43.648,-79.4177
45,Lipton,1678 Eglinton Ave W,M6E 2H5,17,43.6889,-79.4507
46,Billabong,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
47,Old Navy Store,5464-260 Yonge Blvd,M5M 3J3,2,43.7335,-79.4177
48,Show Room,278B Queen Street West,M5V 2A1,11,43.6404,-79.3995
49,Due West Clothing Co,431 Queen St W,M5V 2A5,11,43.6404,-79.3995
50,Fashion United,675 King St W,M5V 1M9,11,43.6404,-79.3995
51,Hide,789 Dundas St W,M6J 1V2,11,43.648,-79.4177
52,Accessorize Me,1273 Queen St W,M6K 1L6,11,43.6383,-79.4301
53,Butterfly,2190 Yonge St,M4S 2B8,12,43.702,-79.3853
54,SEGAL,894 Eglinton Ave W,M6C 2B6,17,43.6915,-79.4307
55,Venture III Industries Inc,50 Wingold Av,M6B 1P5,2,43.7081,-79.4479
56,Hedex Fashion Group International,50 Wingold,M6B 1P5,2,43.7081,-79.4479
57,Necessities Fashion Accessories,25 King W,M5L 1E8,0,43.6492,-79.3823
58,Dapper Dan,Scarborough Town Centre,M5G,0,43.6564,-79.38600000000002
59,Decibel,200 Queen St W,M5V 1Z2,11,43.6404,-79.3995
60,Renata,113 Dupont,M5G,0,43.6564,-79.38600000000002
61,Elsa Fashion,222 Spadina Ave,M5T 3B3,0,43.6541,-79.3978
62,African Store,432 Dundas St E,M5A 2A8,0,43.6555,-79.3626
63,Fortuna Canada,179 Baldwin St,M5T 1L9,0,43.6541,-79.3978
64,The Embellished Room,620 Yonge Street,M4Y 1Z8,0,43.6656,-79.383
65,Urbn Canada Retail Inc,761 Queen St W,M6J 1G1,11,43.648,-79.4177
66,John Ferrigamo Custom Designs,93 Cumberland Street,M5R 3N7,16,43.6736,-79.4035
67,As You Like It,92,M5R 2H2,16,43.6736,-79.4035
68,Snug,348 Danforth Ave,M4K 1N8,19,43.6803,-79.3538
69,Fiveoseven Clothing,496 Danforth Ave,M4K 1P6,19,43.6803,-79.3538
70,Zenobia Collections Inc,672 Dupont St,M6G 1Z6,16,43.6683,-79.4205
71,All You Want Boutique,1088 Bloor St W,M6H 1M6,17,43.6655,-79.4378
72,Frock,97 Roncesvalles Ave,M6R 2K9,17,43.6469,-79.4521
73,Forum,968,M6E 1A1,17,43.6889,-79.4507
74,Mister Tuxedo,1202 St Clair Avenue West,M6E 1B4,17,43.6889,-79.4507
75,Wishlist Yyz,629 Mount Pleasant Rd,M4S 2M9,12,43.702,-79.3853
76,Cheap Thrills,1811 Danforth Ave,M4C 1J2,14,43.6913,-79.3116
77,Canon Blanc Corporation,2624 Yonge St,M4P 2J4,12,43.7135,-79.3887
78,LDL,2323 Bloor St W,M6S 4W1,6,43.6512,-79.4828
79,J'Adore Couture Boutique,1849,M5M 3Z4,2,43.7335,-79.4177
80,Want,1694 Avenue Road,M5M 3Y4,2,43.7335,-79.4177
81,Notion Style,3333 Yonge St,M4N 2L9,12,43.7301,-79.3935
82,The Coop,3435 Yonge St,M4N 2L8,12,43.7301,-79.3935
83,Spanner,35 Karl Fraser Rd,M3C 0E5,18,43.7334,-79.3329
84,Stonehouse,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
85,The Levi's Store,3401 Dufferin Street,M6A 2T9,2,43.7223,-79.4504
86,Tna Eaton Centre,Yonge,M5B 2H1,0,43.6572,-79.3783
87,Saigon,120 Adelaide St W,M5H 1T1,0,43.6496,-79.3833
88,Eddie Bauer Inc,218 Yonge St,M5B 2H6,0,43.6572,-79.3783
89,Price Roman,162 John,M5G,0,43.6564,-79.38600000000002
90,Melanie Lyne Fairview Mall Shopping Centre,218 Yonge Street,M5B 2H6,0,43.6572,-79.3783
91,Red Star Enterprises Ltd,1 Dundas St W,M5G 1Z3,0,43.6564,-79.38600000000002
92,Boutique Monique,1024 A St,M5G,0,43.6564,-79.38600000000002
93,Anti-Hero,113 Yorkville,M5G,0,43.6564,-79.38600000000002
94,Joshua's,66 Wellington W,M5G,0,43.6564,-79.38600000000002
95,Jazz Casuals,200 Wellington St W,M5V 3C7,11,43.6404,-79.3995
96,Heavens,129 Dundas St E,M5B 2N6,0,43.6572,-79.3783
97,JCY House,357 Queen St W,M5V 2A4,11,43.6404,-79.3995
98,The Gap Inc,375 Queen St W,M5V 2A5,11,43.6404,-79.3995
99,On Point,433 Yonge St,M5B 1T3,0,43.6572,-79.3783
100,G-Star Raw,328 Queen St W,M5V 2A2,11,43.6404,-79.3995
101,Yasmin's Boutique,262 Parliament St,M5A 3A4,0,43.6555,-79.3626
102,NYC,523 Yonge St,M4Y 1Y3,0,43.6656,-79.383
103,C T,590 King St W,M5V 1M3,11,43.6404,-79.3995
104,Ekocouture Custom Drapes,66 Portland St,M5V 2M6,11,43.6404,-79.3995
105,Tom's Place,190 Baldwin St,M5T 1L8,0,43.6541,-79.3978
106,Janor Imports,555 Richmond St W,M5V 3B1,11,43.6404,-79.3995
107,Freda's,86 Bathurst St,M5V 2P5,11,43.6404,-79.3995
108,Gotstyle,60 Bathurst St,M5V 2P7,11,43.6404,-79.3995
109,Tokyo Fashion Studio,690 Yonge St,M4Y 2A6,0,43.6656,-79.383
110,Fresh Baked Goods,274 Av Augusta,M5T 2L9,0,43.6541,-79.3978
111,Ellen Margaret Moody,701 King St W,M5V 1M5,11,43.6404,-79.3995
112,Max Mara,151 Bloor St W,M5S 1S4,16,43.6629,-79.3987
113,Prada Canada Corp,131 Bloor St W,M5S 1R1,16,43.6629,-79.3987
114,Whitney Linen,138 Sussex Mews,M5S 2K1,16,43.6629,-79.3987
115,Cole A,101 Stadium Rd,M5V 2Z6,11,43.6404,-79.3995
116,L'Elegante Ltd,132 Cumberland St,M5R 1A6,16,43.6736,-79.4035
117,Ann Hung Boutique,829 Queen St W,M6J 1G1,11,43.648,-79.4177
118,7 Camicie,Cumberland,M5R 1A6,16,43.6736,-79.4035
119,Sita,24 Bellair St,M5R 2C7,16,43.6736,-79.4035
120,Free People,79 Yorkville Ave,M5R 1C1,16,43.6736,-79.4035
121,Betsey Johnson,102 Yorkville Ave,M5R 1B9,16,43.6736,-79.4035
122,Preloved,881 Queen St W,M6J 1G5,11,43.648,-79.4177
123,Tokyo Smoke,76 Stafford Street Suite 303,M6J 2S1,11,43.648,-79.4177
124,Marina Rinaldi,87 Avenue rd,M5R 3R9,16,43.6736,-79.4035
125,Rina's Boutique,Avenue,M5R 2G3,16,43.6736,-79.4035
126,Boutique Cherie,609 Bloor St W,M6G 1K5,16,43.6683,-79.4205
127,Nova Moda,1138 Dundas St W,M6J 1X2,11,43.648,-79.4177
128,Moda Fashion,706 Bloor St W,M6G 1L4,16,43.6683,-79.4205
129,Revolve Clothing Company,1 Atlantic Av,M6K,11,43.6383,-79.4301
130,Islands-Nancy DaSilva,117A Pape Ave,M4M 2V7,19,43.6561,-79.3406
131,Gussied Up Inc,1090 Bathurst St,M5R 3G9,16,43.6736,-79.4035
132,Arcade Men's Shop,1325 Dundas St W,M6J 1X8,11,43.648,-79.4177
133,Cloakroom,1177 Yonge St,M4T 2Y4,12,43.6899,-79.3853
134,Ooh La La Divas,883 Bloor St W,M6G 1M4,16,43.6683,-79.4205
135,Madam Vintage Nearly New,168 Gladstone Av,M6J 3L2,11,43.648,-79.4177
136,De-Dals Clothing,676 Danforth Ave,M4J 1L1,19,43.6872,-79.3368
137,Ephin,1178 Bloor St W,M6H 1N1,17,43.6655,-79.4378
138,Dlr Toronto,52 Vaughan Rd,M6G 2N4,16,43.6683,-79.4205
139,Maharani Fashion,1417 Gerrard St E,M4L 1Z7,19,43.6693,-79.3155
140,Milan Saree Emporium,1460 Gerrard St E,M4L 2A3,19,43.6693,-79.3155
141,Ellie's Closet,107 Glenayr Rd,M5P 3C1,16,43.6966,-79.41199999999998
142,Board Sports,2008 Yonge St,M4S 1Z7,12,43.702,-79.3853
143,Seychelles Swimwear,1747 Queen St E,M4L 3Y4,19,43.6693,-79.3155
144,Oggi Jeans,1237 St Clair Ave W,M6E 1B5,17,43.6889,-79.4507
145,Mirabelli Design,456 Eglinton Ave W,M5N 1A5,2,43.7113,-79.4195
146,Obsession Boutique,482 Eglinton Ave W,M5N 1A5,2,43.7113,-79.4195
147,American Apparel - Eglinton,2466 Yonge St,M4P 2H5,12,43.7135,-79.3887
148,Global Star Company,2915 Dundas St W,M6P 1Z1,17,43.6605,-79.4633
149,Dessa Ltd,2551 Yonge St,M4P 2H9,12,43.7135,-79.3887
150,Studio 77,1321,M6E 1C2,17,43.6889,-79.4507
151,Long Legs Fashions For Tall Women Ltd,2717 Yonge St,M4N 2H8,12,43.7301,-79.3935
152,Wardrobe Designer The,50 Runnymede Rd,M6S 2Y2,6,43.6512,-79.4828
153,Tee Shirt People,1920 Eglinton Ave W,M6E 2J6,17,43.6889,-79.4507
154,Lavish +,2120 Eglinton Ave W,M6E 2K8,17,43.6889,-79.4507
155,W10 Colours,2700 Dufferin St,M6B 4J3,2,43.7081,-79.4479
156,Chadwicks,2700 Dufferin St,M6B 4K6,2,43.7081,-79.4479
157,Showroom Clothes For You,63 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
158,Canada Goose Inc,1381 Castlefield Ave,M6B 1G7,2,43.7081,-79.4479
159,Catherine MacKay Fashions,10 Wynford Dr,M2K 2J9,18,43.7797,-79.3813
160,Tique,3281 Yonge St,M4N 2L8,12,43.7301,-79.3935
161,Army Outfitters,1695 Avenue Rd,M5M 3Y3,2,43.7335,-79.4177
162,Reflections 101 Fine Clothing,100 Sunrise Ave,M4A 1B3,18,43.7276,-79.3148
163,Barbuti Men's Wear,19 Aggie Hogg Gardens,M3C 0G5,18,43.7334,-79.3329
164,Authentic Classic Canada Inc,39 Orfus Rd,M6A 1L7,2,43.7223,-79.4504
165,Euphorique Designs,124 Tisdale Ave,M4A 1Y7,18,43.7276,-79.3148
166,Club Monaco - Yorkdale,3401 Dufferin Street,M6A 2T9,2,43.7223,-79.4504
167,Winners,35-45 Front St E,M5E 1B3,0,43.6456,-79.3754
168,Winners Merchants Intl,444 Yonge St,M4Y 1X9,0,43.6656,-79.383
169,Holt Renfrew&amp;Co Ltd,50 Bloor W,M4W 1A1,12,43.6827,-79.373
170,Winners Merchants Intl,110 Bloor St W,M5S 1M4,16,43.6629,-79.3987
171,Addition -Elle,132 Yonge St,M5C 1X3,0,43.6513,-79.3756
172,Addition-Elle,132 Yonge St,M5C 1X3,0,43.6513,-79.3756
173,Winners Merchants Intl,40 King St W,M5H 3Y2,0,43.6496,-79.3833
174,Bebe Joon Ladies Fashion,25 King St W,M5L 2A1,0,43.6492,-79.3823
175,Lee Dai Trading Co,1 Richmond St W,M5H 3W4,0,43.6496,-79.3833
176,Yummy Mummy Maternity Wear,90 Adelaide St W,M5H 3V9,0,43.6496,-79.3833
177,Suzy Shier Ladies Apparel,419 King St W,L1H 2K5,5,43.9721,-78.8837
178,Dynamite,419 King St W,L1H 2K5,5,43.9721,-78.8837
179,GapBaby Stores,First Canadian Place,M5G,0,43.6564,-79.38600000000002
180,Julz Urbanwear,31 Adelaide St E Unit 805,M5C 1J4,0,43.6513,-79.3756
181,Smart Set,199 Bay,M1W 3H3,18,43.8016,-79.3216
182,Maska,100 King W,M5X 1K7,0,43.6492,-79.3823
183,Mayer Ross,100 King St W,M5X 2A1,0,43.6492,-79.3823
184,Zara Canada,100 King W,M5X 1K7,0,43.6492,-79.3823
185,Rw &amp; Co,100 King St W,M5X 2A1,0,43.6492,-79.3823
186,Express,100 King St W,M5X 2A1,0,43.6492,-79.3823
187,Atelier By Sandra Angelozzi,100 King St W,M5X 2A1,0,43.6492,-79.3823
188,Windsmoore Group The,176 Yonge St,M5C 2L7,0,43.6513,-79.3756
189,Bcbg Max Azria Canada Inc,176 Yonge St,M5C 2L7,0,43.6513,-79.3756
190,Ralph Lauren,2 Queen St E,M5C 3G7,0,43.6513,-79.3756
191,Canadian Depository For Securities Limited the,85 Richmond St W,M5H 2C9,0,43.6496,-79.3833
192,Into Basic,65 Queen St W,M5H 2M5,0,43.6496,-79.3833
193,Show Room,37 King St E,M5C 1E9,0,43.6513,-79.3756
194,Elegant Expectations Toronto Inc,2 Toronto St,M5C 2B6,0,43.6513,-79.3756
195,Benetton,1 First Canadian Place,M5G,0,43.6564,-79.38600000000002
196,Roots #113 Bce Place,181 Bay St,M5J 2T3,11,43.62300000000001,-79.3936
197,Addition-Elle,2 Queen St E,M5C 3G7,0,43.6513,-79.3756
198,Mexx Toronto Eaton Centre,Yonge,M5B 2H1,0,43.6572,-79.3783
199,Jacob Inc,Yonge,M5B 2H1,0,43.6572,-79.3783
200,Zara Canada,Yonge,M5B 2H1,0,43.6572,-79.3783
201,Juicy Couture Specialty,Yonge,M5B 2H1,0,43.6572,-79.3783
202,Options For Her,66 Wellington W,M5K 1K2,0,43.6469,-79.3823
203,Options For Her,66 Wellington W,M5K 1K2,0,43.6469,-79.3823
204,Contemporary Fashion,0 200 Bay,M5J 2J1,11,43.62300000000001,-79.3936
205,Calvin Klein,200 Bay St Unit #131,M5J 2J1,11,43.62300000000001,-79.3936
206,Elizabeth Boutique,120 Adelaide St W,M5H 1T1,0,43.6496,-79.3833
207,Zakaz,120 Adelaide St W,M5H 1T1,0,43.6496,-79.3833
208,La Senza,218 Yonge St,M5B 2H6,0,43.6572,-79.3783
209,Jacob,130 King St W,M5X 2A2,0,43.6492,-79.3823
210,SOLE,100 King W,M5X 1K7,0,43.6492,-79.3823
211,Gap Inc (Canada),100 King St W,M5X 2A1,0,43.6492,-79.3823
212,Cassis,100 King St W,M5X 2A1,0,43.6492,-79.3823
213,Valleverde,55 Queen St E,M5C 1R6,0,43.6513,-79.3756
214,Harbourfront Fashions Limited,209 Yonge St,M5B 1M4,0,43.6572,-79.3783
215,Hyba,218 Yonge St,M5B 2H6,0,43.6572,-79.3783
216,Reitmans,218 Yonge St,M5B 2H6,0,43.6572,-79.3783
217,Suzy Shier Inc,218 Yonge St,M5B 2H6,0,43.6572,-79.3783
218,Kate Spade,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
219,Michael Kors,220 Yonge Street,M5B 2H1,0,43.6572,-79.3783
220,Express,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
221,Ted Baker London,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
222,Poa Studio,98 Church St,M5C 2G1,0,43.6513,-79.3756
223,Mode Line,123 Queen St W,M5H 3M9,0,43.6496,-79.3833
224,Foreign Exchange,123 Queen St W,M5H 3M9,0,43.6496,-79.3833
225,RW&amp;Co,220 Yonge,M5B 2H1,0,43.6572,-79.3783
226,Reitmans,218 Yonge Street,M5B 2H1,0,43.6572,-79.3783
227,American Eagle,218 Yonge Street,M5B 2H6,0,43.6572,-79.3783
228,Esprit De Corp 1980 Limited,218 Yonge St,M5B 2H6,0,43.6572,-79.3783
229,Bcbg Max Azria Canada Inc,218 Yonge St,M5B 2H6,0,43.6572,-79.3783
230,True Religion Brand Jeans,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
231,Ann Taylor Loft,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
232,Abercrombie &amp;Fitch,220 Yonge St. Unit 2-105,M5B 2H1,0,43.6572,-79.3783
233,Guess,220 Yonge Street,M5B 2H1,0,43.6572,-79.3783
234,Bleu Marine &amp; Co.,220 Yonge St.,M5B 2H1,0,43.6572,-79.3783
235,The Garage Clothing Co,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
236,Aritzia,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
237,Abercrombie Kids,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
238,Club Monaco - Eaton Centre,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
239,Urban Planet,220 Yonge Street,M5B 2H1,0,43.6572,-79.3783
240,Jacob,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
241,Aéropostale,220 Yonge Street,M5B 2H1,0,43.6572,-79.3783
242,Zara,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
243,American Eagle,220 Yonge Street,M5B 2H1,0,43.6572,-79.3783
244,Bluenotes,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
245,Victoria's Secret,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
246,True Religion Brand Jeans,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
247,Lululemon Athletica,218 Yonge Street,M5B 2H1,0,43.6572,-79.3783
248,Strut,150 King St W,M5H 1J9,0,43.6496,-79.3833
249,blaquexlotus,http://blaquexlotus.storenvy.com/,M5N 3R4,2,43.7113,-79.4195
250,H&amp;M Hennes&amp;Mauritz,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
251,Forever 21,220 Yonge,M5G,0,43.6564,-79.38600000000002
252,The Children's Place,220 Yonge,M5G,0,43.6564,-79.38600000000002
253,Miori Boutique,200 Bay,M5G,0,43.6564,-79.38600000000002
254,Rio Creation,145 King St W,M5H 1J8,0,43.6496,-79.3833
255,Premiere ballroom,145 Richmond St W,M5H 2L2,0,43.6496,-79.3833
256,Express,220 Yonge,M5G,0,43.6564,-79.38600000000002
257,Style Faux Pas Inc,Church,M5B 1Y4,0,43.6572,-79.3783
258,Banana Republic,The Eaton Centre,M5B 2H6,0,43.6572,-79.3783
259,Roots Canada Ltd,220 Yonge Street,M5B 2H1,0,43.6572,-79.3783
260,GAP INC (CANADA),Yonge &amp; Dundas,M5G,0,43.6564,-79.38600000000002
261,Gap Inc,260 Yonge St,M5B 2L9,0,43.6572,-79.3783
262,Red Apple Corporation,10480 Islington,M5G,0,43.6564,-79.38600000000002
263,Must Have By TK,100 Front St W,M5J 1E3,11,43.62300000000001,-79.3936
264,1850,Eaton Ctr,N1H 3X8,13,43.5588,-80.3004
265,Banana Mama`s Beach Club,113 Queen St E,M5C 1S1,0,43.6513,-79.3756
266,Studio No Fashion Design,134 Adelaide St E,M5C 1K9,0,43.6513,-79.3756
267,Randy River,271 Yonge St,M5B 1N8,0,43.6572,-79.3783
268,Tabi International Corp,92 Queen St E,M5C 1S6,0,43.6513,-79.3756
269,H&amp;M Hennes&amp;Mauritz,1 Dundas St W,M5G 1Z3,0,43.6564,-79.38600000000002
270,H&amp;M Hennes&amp;Mauritz,1 Dundas St W,M5G 1Z3,0,43.6564,-79.38600000000002
271,Fashion Design Council of Canada,75 Elizabeth St,M5G 1P4,0,43.6564,-79.38600000000002
272,Hot Topic,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
273,Swaby Design House,157 Richmond St E,M5A 1N9,0,43.6555,-79.3626
274,Nicholby's Sports &amp; Souvenirs,123 Front St W,M5J 2M2,11,43.62300000000001,-79.3936
275,Club Franco Fairview,Fairview Mall,M5G,0,43.6564,-79.38600000000002
276,H&amp;M Hennes &amp; Mauritz Inc,1 Dundas St W,M5G 1Z3,0,43.6564,-79.38600000000002
277,Boutique,21 Nelson St,M5V 3H9,11,43.6404,-79.3995
278,Maximum Woman -plus size clothing,3801 Dundas St W,M6B 2T4,2,43.7081,-79.4479
279,Mehanna Fashion,20 Dundas St W,M5G 2C2,0,43.6564,-79.38600000000002
280,Forever XXI,302 Yonge St,M5B 1R4,0,43.6572,-79.3783
281,3F Fashions,126-10 Dundas St E,M5B 2G9,0,43.6572,-79.3783
282,Madelinas Fashion,595 Bay St,M5G 2C2,0,43.6564,-79.38600000000002
283,Madeira's Fashion Inc,0 595 Bay,M5G 2C2,0,43.6564,-79.38600000000002
284,Into Basics,595 Bay St,M5G 2M6,0,43.6564,-79.38600000000002
285,Amies Fashion Boutique,595 Bay Street,M5G 1M6,0,43.6564,-79.38600000000002
286,Guess Canada Retail Inc,306 Yonge St,M5B 1R4,0,43.6572,-79.3783
287,Long Tall Sally,595 Bay St,M5G 2C2,0,43.6564,-79.38600000000002
288,Lavish &amp; Squalor,253 Queen Street West,M5V 1Z4,11,43.6404,-79.3995
289,Alterego,253 Queen St W,M5V 1Z4,11,43.6404,-79.3995
290,HAT BOX TORONTO,3385 BATHURST STREET,M5A 2B8,0,43.6555,-79.3626
291,Fila Outlet,202 Queen St W,M5V 1Z2,11,43.6404,-79.3995
292,GAP The,60 Bloor W,M5G,0,43.6564,-79.38600000000002
293,Ports 1961,151 Bloor W,M5G,0,43.6564,-79.38600000000002
294,U &amp; Me Import &amp; Export,346 Spadina,M5G,0,43.6564,-79.38600000000002
295,Exile,20 Kensington,M5G,0,43.6564,-79.38600000000002
296,Calista,200 St W C009 Front,M5G,0,43.6564,-79.38600000000002
297,The Children's Place,66 Wellington W,M5G,0,43.6564,-79.38600000000002
298,Brenda's,345 Bloor,M5G,0,43.6564,-79.38600000000002
299,CADILLAC FAIRVIEW CORPORATION LIMITED THE,66 Wellington W,M5G,0,43.6564,-79.38600000000002
300,Skyway Fashions Ltd,2 Bloor W,M5G,0,43.6564,-79.38600000000002
301,At Ease,3453 Lawrence E,M5G,0,43.6564,-79.38600000000002
302,GAP INC (CANADA),60 Bloor W,M5G,0,43.6564,-79.38600000000002
303,Walfa Glamour 1,3515 Lawrence E,M5G,0,43.6564,-79.38600000000002
304,Shan Enterprises,160 Baldwin,M5G,0,43.6564,-79.38600000000002
305,Elizabeth Boutique,200 Wellington W,M5G,0,43.6564,-79.38600000000002
306,Shingaar,3495 Lawrence E,M5G,0,43.6564,-79.38600000000002
307,XTC Designs,3563 Lawrence E,M5G,0,43.6564,-79.38600000000002
308,Amera Collection,276 King St W,M5V 1J2,11,43.6404,-79.3995
309,Top Fashion Ltd,690 Progress,M5G,0,43.6564,-79.38600000000002
310,Mera Fashion,3947 Jane,M5G,0,43.6564,-79.38600000000002
311,Maoka Fashions,200 Wellington St W,M5V 3C7,11,43.6404,-79.3995
312,Dynasty Gift Boutique,171 Dundas St W,M5G 1C7,0,43.6564,-79.38600000000002
313,Price Roman Inc,267 Queen St W,M5V 1Z4,11,43.6404,-79.3995
314,Modernity Boutique,203 Dundas St W,M5G 1C8,0,43.6564,-79.38600000000002
315,Cadillac Fairview Corporation Limited The,200 Front St W,M5V 3K2,11,43.6404,-79.3995
316,Zara Canada,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
317,Ann Taylor,220 Yonge St,M5B 2H1,0,43.6572,-79.3783
318,Brock's Department Store,168 Queen St E,M5A 1S2,0,43.6555,-79.3626
319,Pablo T-Shirts,226 Queen St W,M5V 1Z6,11,43.6404,-79.3995
320,Images That Suit Limited,145 Front St E,M5A 1E3,0,43.6555,-79.3626
321,Mia Fashions Limited,25 Henry Lane Terr,M5A 4B6,0,43.6555,-79.3626
322,Hayworth Co Ltd,300 King St W,M5V 1J2,11,43.6404,-79.3995
323,American Apparel,338 Yonge Street,M5B 1R8,0,43.6572,-79.3783
324,Carter's OshKosh,181 North Queen,M5G,0,43.6564,-79.38600000000002
325,Stitches,38 Elm St,M5G 2K5,0,43.6564,-79.38600000000002
326,Bang-On,350 Yonge Street,M5B 1S5,0,43.6572,-79.3783
327,Tribal Rhythm,248 Queen Street,M5V 1Z7,11,43.6404,-79.3995
328,Numb Clothing,250 Queen St W,M5V 1Z7,11,43.6404,-79.3995
329,Lounge Clothing,155 John St,M5T 1X3,0,43.6541,-79.3978
330,Eight Inches Boutique,19 Milliken,M5G,0,43.6564,-79.38600000000002
331,Toronto Sport Shoppe,356 Yonge St,M5B 1S5,0,43.6572,-79.3783
332,Kallone,309 Queen St W,M5V 2A4,11,43.6404,-79.3995
333,Ipswich Ipswich,313 Queen St W,M5V 2A4,11,43.6404,-79.3995
334,Black Market Vintage Clothing Megawarehouse&amp;Office,256A Queen St W,M5V 1Z8,11,43.6404,-79.3995
335,Linen Chest,261 Richmond St W,M5V 3M6,11,43.6404,-79.3995
336,2087088 Ontario Ltd,2-230 King St E,M5A 1K5,0,43.6555,-79.3626
337,Rudsak Collection,315 Queen St W,M5V 2A4,11,43.6404,-79.3995
338,Nyc Clothing,375 Yonge St,M5B 1S1,0,43.6572,-79.3783
339,Trove X Clothing,176 John St,M5T 1X5,0,43.6541,-79.3978
340,Run The World Clothing Inc,321 Queen St W,M5V 2A4,11,43.6404,-79.3995
