,store_name,street_address,postal_code,cluster,lat,long
1008,West 49,2576-2578 Yonge St (Yonge and Eglinton),M4P 2J3,12,43.7135,-79.3887
1009,Legacy Clothiers,45 Overlea Blvd 2,M4H 1C3,19,43.7059,-79.3464
1010,Reitmans,45 Overlea Blvd,M4H 1C3,19,43.7059,-79.3464
1011,Cheri Fashion,45 Overlea Blvd,M4H 1C3,19,43.7059,-79.3464
1012,Jason Jackson Clothing Co,45 Overlea Blvd,M4H 1C3,19,43.7059,-79.3464
1013,Ardene,45 Overlea Boulevard,M4H 1C3,19,43.7059,-79.3464
1014,Madelina's Fashion Inc,Bay,M3H 6A7,2,43.7535,-79.4472
1015,Bottega Bertolucci,875 Eglinton W,M5G,0,43.6564,-79.38600000000002
1016,Lebaas,45 Overlea Blvd,M4H 1C3,19,43.7059,-79.3464
1017,Easyfit,45 Overlea Blvd,M4H 1C3,19,43.7059,-79.3464
1018,Jakal Trading Company Ltd Oa Nifties Fashions,45 Overlea Blvd,M4H 1C3,19,43.7059,-79.3464
1019,Reitmans Inc,East York Town Centre,M5G,0,43.6564,-79.38600000000002
1020,Carl Anthony's Clothing,625 Vaughan Rd,M6C 2R4,17,43.6915,-79.4307
1021,St Johns Compassionate Thrift Store,2155 Danforth Ave,M4C 1K2,14,43.6913,-79.3116
1022,St Johns The Compassionate Mission,2155 Danforth Ave,M4C 1K2,14,43.6913,-79.3116
1023,Dash Boutique,916 Eglinton Ave W,M6C 2C2,17,43.6915,-79.4307
1024,Posh Clothing Ltd,2016 Queen St E,M4L 1J3,19,43.6693,-79.3155
1025,Jj Urban Fashion,1663 St Clair Ave W,M6N 1H9,6,43.6748,-79.4839
1026,2000 Stylez,1663 St Clair Ave W,M6N 1H9,6,43.6748,-79.4839
1027,Leopardo Boutique,970 Eglinton Ave W,M6C 2C5,17,43.6915,-79.4307
1028,Dicasa Design Group Inc,190 Broadway Ave,M4P 1V9,12,43.7135,-79.3887
1029,Bag 2 School,34 Hillsview Ave,M6P 1J5,17,43.6605,-79.4633
1030,Top Town Fashions &amp; Gifts,2 Thorncliffe Park Drive,M4H 1H2,19,43.7059,-79.3464
1031,Icegear Fitness Boutique Corp,1048 Eglinton Ave W,M6C 2C5,17,43.6915,-79.4307
1032,Angelo Rosso Custom Tailor,1064 Eglinton Ave W,M6C 2C5,17,43.6915,-79.4307
1033,Working Woman,112 Binswood Ave,M4C 3N9,14,43.6913,-79.3116
1034,Just For You Fashions,2441 Yonge St,M4P 2E7,12,43.7135,-79.3887
1035,Northern Reflections,2064 Queen St E,M4L 1J3,19,43.6693,-79.3155
1036,Foot Locker,2460 Yonge St,M4P 2H5,12,43.7135,-79.3887
1037,Vu Ja De Designs,2845 Dundas St W,M6P 1Y6,17,43.6605,-79.4633
1038,Tres Jolie Lingerie,2457 Yonge St,M4P 2H6,12,43.7135,-79.3887
1039,Our Cottage,2199A Queen St E,M4E 2R4,14,43.6784,-79.2941
1040,Tommy Bahama,2486 Yonge St,M4P 2H5,12,43.7135,-79.3887
1041,Enjoy Fashion Company Inc,2503 Yonge St,M4P 2H6,12,43.7135,-79.3887
1042,Simply Yours,2507 Yonge St,M4P 2H6,12,43.7135,-79.3887
1043,Extoggery Stores,10 Brentcliffe Rd,M4G 3Y2,12,43.7124,-79.3644
1044,Tzatz Collection Inc,2512 1/2 Yonge St,M4P 2H7,12,43.7135,-79.3887
1045,Kaliyana Artwear,2516 Yonge St,M4P 2H7,12,43.7135,-79.3887
1046,Cinnamon Sea,2525 Yonge St,M4P 2H9,12,43.7135,-79.3887
1047,Karma Tsering,312 old weston rd.,M6N 3A4,6,43.6748,-79.4839
1048,Mexx Yonge &amp; Eglinton,2529 Yonge St,M4P 2H9,12,43.7135,-79.3887
1049,Cut Rate Clothing,2533 Yonge St,M4P 2H9,12,43.7135,-79.3887
1050,House Of Fashion Inc,1475a Eglinton Ave W,M6E 2G6,17,43.6889,-79.4507
1051,Fashion Euro,1491 Av Eglinton O,M6E 2G6,17,43.6889,-79.4507
1052,Higher Ground Limited,2541 Yonge Street,M4P 2H9,12,43.7135,-79.3887
1053,Yoka,2116 Queen St E,M4E 1E2,14,43.6784,-79.2941
1054,Kaydee's Boutique Inc,1541 Eglinton Ave W,M6E 2G7,17,43.6889,-79.4507
1055,Maadurga,404 Old Weston Rd,M6N 3B1,6,43.6748,-79.4839
1056,Aada Afrik,1522 Eglinton Ave W,M6E 2G5,17,43.6889,-79.4507
1057,Bottom Line Discount Fashion,1559A Eglinton Ave W,M6E 2G9,17,43.6889,-79.4507
1058,Studio 786,2257 Queen St E,M4E 1G3,14,43.6784,-79.2941
1059,TFR Productions,1546 Eglinton Ave W,M6E 2G8,17,43.6889,-79.4507
1060,Overkill Beach and Volleywear,2130A Queen St E,M4E 1E3,14,43.6784,-79.2941
1061,Izzy Camilleri Adaptive Clothing,2955 Dundas St W,M6P 1Z2,17,43.6605,-79.4633
1062,Three Way Hustle Inc,2957 Dundas St W,M6P 1Z2,17,43.6605,-79.4633
1063,Gapkids,2574 Yonge St,M4P 2J3,12,43.7135,-79.3887
1064,Carbon,2581 Yonge St,M4P 2J1,12,43.7135,-79.3887
1065,Kind Exchange,2583 Yonge St,M4P 2J1,12,43.7135,-79.3887
1066,Excalibor Inc,2580 Yonge St,M4P 2J3,12,43.7135,-79.3887
1067,David Findlay,2585 Yonge St,M4P 2J1,12,43.7135,-79.3887
1068,Elisa's Fashions Ltd,1592 Eglinton Ave W,M6E 2G8,17,43.6889,-79.4507
1069,Studio Biba,2583 Yonge St,M4P 2J1,12,43.7135,-79.3887
1070,Junction Mode,390 Pacific Ave,M6P 2R1,17,43.6605,-79.4633
1071,Derrick's Truly Classy Clothing,1625 Eglinton Ave W,M6E 2H1,17,43.6889,-79.4507
1072,Dorothea Knitting Mills Ltd,51 Beth Nealson Dr,M4H 1P8,19,43.7059,-79.3464
1073,Madison Boutique,1639 Eglinton Ave W,M6E 2H1,17,43.6889,-79.4507
1074,Summerhill Floral Boutique,1057 Mount Pleasant Rd,M4P 2M5,12,43.7135,-79.3887
1075,I C Company's Inc,2596 Yonge St,M4P 2J4,12,43.7135,-79.3887
1076,Club Monaco-North Toronto,2610 Yonge St,M4P 2J4,12,43.7135,-79.3887
1077,Jenny's Place,2616 Yonge St,M4P 2J4,12,43.7135,-79.3887
1078,Gap Canada,2635 Yonge St,M4P 2J6,12,43.7135,-79.3887
1079,Jaydees Connections,1712 Eglinton Ave W,M6E 2H5,17,43.6889,-79.4507
1080,Mark's Work Wearhouse,590 Keele St,M6N 3E2,6,43.6748,-79.4839
1081,Mendocino Clothing Company Limited,2647 Yonge St,M4P 2J6,12,43.7135,-79.3887
1082,Nha Tien Kim Tien,1747 Eglinton Ave W,M6E 2H7,17,43.6889,-79.4507
1083,Duke's Northshore,2656 Yonge St,M4P 2J5,12,43.7135,-79.3887
1084,Sports Centre,2527 Av Danforth,M4C 1L1,14,43.6913,-79.3116
1085,Roots Canada,2670 Yonge St,M4P 2J5,12,43.7135,-79.3887
1086,Old Navy,30 Weston,M5G,0,43.6564,-79.38600000000002
1087,Primavera Fashions,1879 Eglinton Ave W,M6E 2J5,17,43.6889,-79.4507
1088,One Hot Tamale Activeware,2721 Yonge St,M4N 2H8,12,43.7301,-79.3935
1089,Tabi International Inc,2198 Bloor St W,M6S 1N4,6,43.6512,-79.4828
1090,Family Sportswear,1924 Eglinton Ave W,M6E 2J6,17,43.6889,-79.4507
1091,RABIA HAMID ENTERPRISES,735-DONMILLS ROAD ,M3C 1T1,18,43.7334,-79.3329
1092,Modi's Clothing Centre,1924 Eglinton Ave W,M6E 2J6,17,43.6889,-79.4507
1093,Vie En Rose(La),1980 St Clair Ave W,M6N 1K1,6,43.6748,-79.4839
1094,Addition-Elle,1980 St Clair Ave W,M6N 1K1,6,43.6748,-79.4839
1095,Linen Chest,75 Gunns Rd,M6N 4X9,6,43.6748,-79.4839
1096,Fancy Fashions Islamic European&amp;African Clothing,1968 Eglinton Ave W,M6E 2J9,17,43.6889,-79.4507
1097,Zarhara Boutique Plus,2690 Danforth Ave,M4C 1L7,14,43.6913,-79.3116
1098,Cora Couture,2236 Bloor St W,M6S 1N6,6,43.6512,-79.4828
1099,Pretty Girl Fashion,2704 Av Danforth,M4C 1L7,14,43.6913,-79.3116
1100,Simply Yours,2240 Bloor St W,M6S 1N6,6,43.6512,-79.4828
1101,Eden Fashion Mews,2260 Bloor St W,M6S 1N9,6,43.6512,-79.4828
1102,Northern Reflection,2198 Bloor St W,M6S 1N4,6,43.6512,-79.4828
1103,Ipoko Com,2264 Bloor St W,M6S 1N9,6,43.6512,-79.4828
1104,What's Nu,880 Kingston Rd,M4E 1S3,14,43.6784,-79.2941
1105,HES Designs Atelier de Couture,171 Willow Ave,M4E 3K4,14,43.6784,-79.2941
1106,MerryGoRound,2284 Bloor Street West,M6S 1N9,6,43.6512,-79.4828
1107,Caleche Ladies Wear,2310 Bloor St W,M6S 1P2,6,43.6512,-79.4828
1108,Subong Studio,925 Kingston Rd,M4E 1S6,14,43.6784,-79.2941
1109,Trixie Inc,2313 Bloor St W,M6S 1P1,6,43.6512,-79.4828
1110,Neo,933 Kingston Rd,M4E 1S6,14,43.6784,-79.2941
1111,Everhart,2318 Bloor St West,M6S 1P2,6,43.6512,-79.4828
1112,Mendocino Clothing Company Limited,496 Av Gilbert,M6E 4X5,17,43.6889,-79.4507
1113,Denise &amp; Company,2338 Bloor St W,M6S 1P3,6,43.6512,-79.4828
1114,Techno Economy,2918 Danforth Ave,M4C 1M1,14,43.6913,-79.3116
1115,Madelen M Fashion and Accessories,2380 Bloor St West,M6S 1P5,6,43.6512,-79.4828
1116,Fred's Here,505 Marlee Ave,M6B 3J3,2,43.7081,-79.4479
1117,Now and Then Memories,992 Kingston Rd,M4E 1T2,14,43.6784,-79.2941
1118,Fashionable the,2700 Dufferin St,M6B 4J3,2,43.7081,-79.4479
1119,Fashionable Co,2700 Dufferin St,M6B 4J3,2,43.7081,-79.4479
1120,Hutchinson Dean Design Inc,2700 Dufferin St,M6B 4J3,2,43.7081,-79.4479
1121,Daywear Clothing,2700 Dufferin St,M6B 4J3,2,43.7081,-79.4479
1122,Vikeda Industries Inc,Curity,M3H 6A7,2,43.7535,-79.4472
1123,Ziliotto Design,Bloor W,M6S 1P5,6,43.6512,-79.4828
1124,Amira Gabriel Fashion,Wingold,M6B 1P8,2,43.7081,-79.4479
1125,Venus Fashion,6 Wingold Ave,M6B 1P5,2,43.7081,-79.4479
1126,Frank Lyman Designs,8 Wingold Ave,M6B 1P5,2,43.7081,-79.4479
1127,Reitmans,3003 Danforth Ave,M4C 1M7,14,43.6913,-79.3116
1128,Steffyb,2772 Dufferin St,M6B 3R7,2,43.7081,-79.4479
1129,Rosa Martins Agency,2770 Dufferin,M2N,2,43.7673,-79.4111
1130,Ic Company's Canada Inc,2770 Dufferin St,M6B 3R7,2,43.7081,-79.4479
1131,Brenda Beddome Designs,2770 Dufferin St,M6B 3R7,2,43.7081,-79.4479
1132,Sally International Co,2774 Dufferin St,M6B 3R7,2,43.7081,-79.4479
1133,Dish Jeans,2774 Dufferin St,M6B 3R7,2,43.7081,-79.4479
1134,Pride Umer International Corporation,3000 Danforth Ave,M4C 1M7,14,43.6913,-79.3116
1135,Groove Wear Inc,2782 Dufferin St,M6B 3R7,2,43.7081,-79.4479
1136,J'Adore,3003 Danforth Ave,M4C 1M9,14,43.6913,-79.3116
1137,Tatiana Fashion &amp; Alterations,2991 Bathurst St,M6B 3B3,2,43.7081,-79.4479
1138,Les Modes How International,18 Wingold Ave,M6B 1P5,2,43.7081,-79.4479
1139,Jacob,Bloor W,M3H 6A7,2,43.7535,-79.4472
1140,C M Couture,51 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1141,Lesniak Sales,63 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1142,Anne Hall Agency Inc,63 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1143,Hagerty &amp; Le Messurier Sales,63 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1144,Francesca Sales Agency,63 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1145,Buffalo Show Room,63 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1146,JJ Clothing Inc,63 Wingold Ave,M6B 1P5,2,43.7081,-79.4479
1147,The Agency,67 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1148,Kim Crawford Agency,107-71 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1149,Platinum Agency,71 Wingold Av,M6B 1P8,2,43.7081,-79.4479
1150,Fraye Fashion Associates,71 Wingold Av,M6B 1P8,2,43.7081,-79.4479
1151,Cheryl Taback Sales,71 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1152,Denise Kitchen Sales Agency,71 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1153,Jb Import Inc,70 Wingold Av,M6B 1P5,2,43.7081,-79.4479
1154,App Group Canada,79 Wingold Ave,M6B 1P8,2,43.7081,-79.4479
1155,Cynthia Fashion,169 Jane St,M6S 3Y8,6,43.6512,-79.4828
1156,Canadian International Inc,88 Wingold Ave,M6B 1P5,2,43.7081,-79.4479
1157,Roots Canada Limited Head Office Distribution Ce,75 Tycos Dr,M6B 1W3,2,43.7081,-79.4479
1158,J &amp; R Fashion Design,2532 Eglinton Ave W,M6M 1T1,6,43.6934,-79.4857
1159,Evymama Maternity,266 Jane St,M6S 3Z2,6,43.6512,-79.4828
1160,Notable Design,2535 Eglinton Ave W,M6M 1T2,6,43.6934,-79.4857
1161,International Fashion Group Limited,89 Tycos Dr,M6B 1W3,2,43.7081,-79.4479
1162,Coast To Coast Trading,91 Tycos Dr,M6B 1W3,2,43.7081,-79.4479
1163,Chelsea International,91 Tycos Dr,M6B 1W3,2,43.7081,-79.4479
1164,Susy's Fashions,84 Tycos Dr,M6B 1V9,2,43.7081,-79.4479
1165,Nor Designs,91 Tycos Dr,M6B 1W3,2,43.7081,-79.4479
1166,Substance,514 Lawrence Ave W,M6A 1A1,2,43.7223,-79.4504
1167,Kid Smart,361 Jane St,M6S 3Z3,6,43.6512,-79.4828
1168,Maple Leaf Wear,95,M6B 1W3,2,43.7081,-79.4479
1169,Bluenotes,150 Ferrand Dr,M3C 3E5,18,43.7334,-79.3329
1170,Bravado Designs,Hollinger,M4B 3G4,14,43.7063,-79.3094
1171,Fashion Village,107 Tycos Dr,M6B 1W3,2,43.7081,-79.4479
1172,RKO Fashion,2575 Eglinton Ave W,M6M 1T3,6,43.6934,-79.4857
1173,Richard Han Boutique,2902 Dufferin St,M6B 3S8,2,43.7081,-79.4479
1174,fashion plus productions,110 Tycos Dr Unit 2,M6B 1V9,2,43.7081,-79.4479
1175,Chronic Clothing,1986,M5M 4A4,2,43.7335,-79.4177
1176,Mokonzie Co-Operative Inc,2863 St Clair Ave E,M4B 1N4,14,43.7063,-79.3094
1177,Crawford Boys Clothing,508-A Lawrence Avenue West,M6A 1A1,2,43.7223,-79.4504
1178,Addition-Elle,518 Lawrence Ave W,M6A 1A1,2,43.7223,-79.4504
1179,MR Headbands,1095 O'connor Dr,M4B 2T1,14,43.7063,-79.3094
1180,Designer Outlet,526 Lawrence Ave W,M6A 1A1,2,43.7223,-79.4504
1181,Juna Paul Holding Corp,136 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1182,Fine Imported Fashions,3227 Yonge St,M4N 2L3,12,43.7301,-79.3935
1183,Sandy White,3229 Yonge St,M4N 2L3,12,43.7301,-79.3935
1184,Colombia Fashion,2952 Dufferin St,M6B 3S9,2,43.7081,-79.4479
1185,Hazellily Designer Consingment,3235 Yonge St,M4N 2L5,12,43.7301,-79.3935
1186,Yoyo Fashion Beauty,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1187,Adam Slater Sales Ltd,2 160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1188,Abrams &amp; Schneer Agency Inc,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1189,Melanie Cupolo&amp;Sales,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1190,T &amp; Fg Fashions Canada,125-160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1191,Weft Agency,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1192,Fleisher Gerry &amp; Stephen Enterprises Inc,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1193,My Fashion House,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1194,Export Leather Garments,840 Caledonia,M5G,0,43.6564,-79.38600000000002
1195,Lynn Boyer&amp;Associates,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1196,Blinn C M&amp;Associates,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1197,Executive Look,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1198,Venezia Fashion Inc,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1199,Cartise International,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1200,Lovely Girl Apparel Ltd,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1201,Ash Ree Designs,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1202,Fine Line Imports Inc,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1203,Simon Saks Sales Agency,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1204,Rendezvu Clothing,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1205,Alexis &amp; Company,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1206,Blue Skye Sales,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1207,Fuschia Sales Inc,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1208,Guess Canada Corp,160 Tycos Dr,M6B 1W8,2,43.7081,-79.4479
1209,Petite Repeats,1648 Avenue Rd,M5M 3Y1,2,43.7335,-79.4177
1210,Jay Set Lawrence Square,700 Lawrence Ave W,M6A 1B4,2,43.7223,-79.4504
1211,Wonderlane Fashions,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1212,Sidekicks Fashions,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1213,Ibiza Ltd,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1214,Hollywood Style,700 Av Lawrence O,M6A 3B4,2,43.7223,-79.4504
1215,Empire City,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1216,Peplos By Designers,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1217,Impulse Clothing,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1218,Tilley Endurables Inc,900 Don Mills Rd,M3C 1V6,18,43.7334,-79.3329
1219,Australia Hat&amp;Oilskin Coat Shop,374 Brookdale Ave,M5M 1R2,2,43.7335,-79.4177
1220,Mr Kunz,50 Batavia Ave,M6N 4A2,6,43.6748,-79.4839
1221,Diane Kroe,1693 Avenue Rd.,M5M 3Y3,2,43.7335,-79.4177
1222,Avenue Rd Last Call,1724 Avenue Rd,M5M 3Y6,2,43.7335,-79.4177
1223,Bluenotes,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1224,G Ratio,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1225,Repeats Resale Women's Boutique,3313 Yonge St,M4N 2L9,12,43.7301,-79.3935
1226,Gazebo Fashions,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1227,Society Unit,700 Lawrence Ave W,M6A 3B4,2,43.7223,-79.4504
1228,Joy Cherry,3323 Yonge St,M4N 2L9,12,43.7301,-79.3935
1229,Tashi Apparel Inc.,3331 Yonge St,M4N 2L9,12,43.7301,-79.3935
1230,Mode Frizon,1716 Avenue Rd,M5M 3Y6,2,43.7335,-79.4177
1231,Broadway Style Limited,920 Caledonia Rd,M6B 3Y1,2,43.7081,-79.4479
1232,Tribute Homes Customer Care,1717 Avenue Rd,M5M 0A2,2,43.7335,-79.4177
1233,Mimi And Sheryl's Boutique,1734 Avenue Rd,M5M 3Y6,2,43.7335,-79.4177
1234,Paola Di Designs Inc,3357 Yonge St,M4N 2M6,12,43.7301,-79.3935
1235,Jennifer's Boutique,1736 Avenue Rd,M5M 3Y6,2,43.7335,-79.4177
1236,THE FASHION CENTRE,1250 Eglinton Avenue East Suite 211,M3C 1J3,18,43.7334,-79.3329
1237,Out on a Limb,1755 Avenue Rd.,M5M 3Y8,2,43.7335,-79.4177
1238,Loco Boutique,1757 Avenue Rd,M5M 3Y8,2,43.7335,-79.4177
1239,Kathryn's Lingerie,1759 Avenue Rd.,M5M 3Y8,2,43.7335,-79.4177
1240,Madeline's Bridal&amp;Eveningwear,1798 Avenue Rd,M5M 3Z1,2,43.7335,-79.4177
1241,Coop Encore Ltd(The),3435 Yonge St,M4N 2N1,12,43.7301,-79.3935
1242,Coop Encore Ltd (The),3435 Yonge St,M4N 2N1,12,43.7301,-79.3935
1243,William Glen&amp;Son Canada Ltd,1825 Avenue Rd,M5M 3Z4,2,43.7335,-79.4177
1244,Aritzia Shops At Don Mills,Lawrence E,M3C 1P8,18,43.7334,-79.3329
1245,Sunny Choi Fashion House,1020 Lawrence Ave W,M6A 1C8,2,43.7223,-79.4504
1246,Ona Boutique,1845 Avenue Rd,M5M 3Z4,2,43.7335,-79.4177
1247,Vivace,1852 Avenue Rd,M5M 3Z5,2,43.7335,-79.4177
1248,Beker Fashions,87 Colville Rd,M6M 2Y6,6,43.6934,-79.4857
1249,Anthropologie,19 Clock Tower Rd,M3C 0E1,18,43.7334,-79.3329
1250,Rodan Enterprises,161 Bartley Dr,M4A 1E6,18,43.7276,-79.3148
1251,Alyssa Agency,83 Colville Rd,M6M 2Y6,6,43.6934,-79.4857
1252,Morega Agency,85 Colville Rd,M6M 2Y6,6,43.6934,-79.4857
1253,COCONUDA,1897 Avenue Road,M5M 3Z9,2,43.7335,-79.4177
1254,JOVANI CANADA -  Gabig Enterprises,199 BROOKE Avenue,M5M 2K7,2,43.7335,-79.4177
1255,Calvin Klein,15 Marie Labatte Rd,M3C 0J1,18,43.7334,-79.3329
1256,Phillips Van Heusen Co808 Calvin Klein,15 Marie Labatte Rd,M3C 0J1,18,43.7334,-79.3329
1257,Frumelas,3544 Bathurst St,M6A 2C6,2,43.7223,-79.4504
1258,Casual Nonsense,170 The Donway W,M3C 2G3,18,43.7334,-79.3329
1259,Tommy Hilfiger,Aggie Hogg Gdns,M3C 0G6,18,43.7334,-79.3329
1260,Crisca,8A Aggie Hogg Gardens,M3C 0E7,18,43.7334,-79.3329
1261,Marso Boutique,1912 Avenue Rd,M5M 4A1,2,43.7335,-79.4177
1262,Olsen Europe,15 Aggie Hogg Gdns,M3C 0G5,18,43.7334,-79.3329
1263,BCBG Max Azria,16 Aggie Hogg Gardens,M3C 0G7,18,43.7334,-79.3329
1264,Bernard Athletic Knit,2 Scarlett Rd,M6N 4J6,6,43.6748,-79.4839
1265,Cotton Ginny,40 Samor Rd,M6A 1J6,2,43.7223,-79.4504
1266,Jasmine's Dressing You &amp; Your Home,1930 Avenue Rd,M5M 4A1,2,43.7335,-79.4177
1267,Oak &amp; Fort,12 Karl Fraser Rd,M3C 0E8,18,43.7334,-79.3329
1268,Denise &amp; Company,14 Karl Fraser Rd,M3C 0E8,18,43.7334,-79.3329
1269,Tristan,17 Karl Fraser Rd,M3C 0E6,18,43.7334,-79.3329
1270,Gymboree Inc,16 Karl Fraser Rd,M3C 0E8,18,43.7334,-79.3329
1271,Banana Republic,19 Karl Fraser Rd,M3C 0E6,18,43.7334,-79.3329
1272,V Fraas Manufacturing Inc,44 Samor Rd,M6A 1J6,2,43.7223,-79.4504
1273,V Fraas Manufacturing Inc,44 Samor Rd,M6A 1J6,2,43.7223,-79.4504
1274,Labels or Love,1956 Avenue Rd.,M5M 2H9,2,43.7335,-79.4177
1275,Aladin Jeans,3240 Dufferin St,M6A 2T3,2,43.7223,-79.4504
1276,Guess,28 Karl Fraser Rd,M3C 0E8,18,43.7334,-79.3329
1277,In Style,3250 Dufferin St,M6A 2T3,2,43.7223,-79.4504
1278,Haute Classics,1961 Avenue Rd,M5M 4A3,2,43.7335,-79.4177
1279,Yourchoice,23 Karl Fraser Rd,M3C 0E6,18,43.7334,-79.3329
1280,Speed Motorsport,3247 Dufferin St,M6A 2T2,2,43.7223,-79.4504
1281,Strada Menswear,3250 Dufferin St,M6A 2T3,2,43.7223,-79.4504
1282,Brown's Clothing,1975 Avenue Rd,M5M 4A3,2,43.7335,-79.4177
1283,Studio 7,1977 Avenue Rd,M5M 4A3,2,43.7335,-79.4177
1284,EddieBauer,32 Karl Frazer Rd,M3C 0E8,18,43.7334,-79.3329
1285,Femme Actuelle Inc,36 Colville Rd,M6M 2Y4,6,43.6934,-79.4857
1286,Spanner Ltd,35 Karl Fraser Rd,M3C 0E6,18,43.7334,-79.3329
1287,Look Alike Shop,39 Orfus Road,M6A 1L7,2,43.7223,-79.4504
1288,Eddie Bauer,1090 Don Mills Rd,M3C 3R6,18,43.7334,-79.3329
1289,Emtiaz Hamad,1090 Don Mills Rd,M3C 3R6,18,43.7334,-79.3329
1290,Haight And Ashbury,1090 Don Mills Rd,M3C 3R6,18,43.7334,-79.3329
1291,Devanlay Canada,1 Yorkdale Rd,M6A 3A1,2,43.7223,-79.4504
1292,Mexx Canada Retail Inc,1 Yorkdale Rd,M6A 3A1,2,43.7223,-79.4504
1293,H&amp;M Hennes&amp;Mauritz,1 Yorkdale Rd,M6A 3A1,2,43.7223,-79.4504
1294,PHD Design Inc,54 Kingsway Cres,M8X 2R6,6,43.6518,-79.5076
1295,Tabi International,39 Orfus Rd,M6A 1L7,2,43.7223,-79.4504
1296,Crisca,Shops at Don Mills 1090 Don Mills Road,M3C 3R6,18,43.7334,-79.3329
1297,Sonita Fashions,1240 Weston Rd,M6M 4P8,6,43.6934,-79.4857
1298,Emmanuel Bitini Fashion Outlet,49 Orfus RD,M6A 1L7,2,43.7223,-79.4504
1299,Yaya &amp;Co,55 Orfus Rd,M6A 1L7,2,43.7223,-79.4504
1300,Goodwill Toronto,3302 Dufferin St,M6A 2T6,2,43.7223,-79.4504
1301,Suzy's Inc,100 Dufflaw Rd,M6A 2W1,2,43.7223,-79.4504
1302,Roots Canada Limited,1162 Caledonia Rd,M6A 2W5,2,43.7223,-79.4504
1303,Stitches Mega Store,71 Orfus Rd,M6A 1M4,2,43.7223,-79.4504
1304,Shoe Planet,71 Orfus Rd,M6A 1M4,2,43.7223,-79.4504
1305,Stitches,130 Neptune Dr,M6A 1X5,2,43.7223,-79.4504
1306,Prada USA Corp,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1307,Holt Renfrew,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1308,Laura - Laura Petites - Laura Plus,Yorkdale Shopping Ctr,M6B 2G9,2,43.7081,-79.4479
1309,Talbots (Canada) Inc,Yorkdale Shopping Centre,M5G,0,43.6564,-79.38600000000002
1310,Stitches,92 Orfus Rd,M6A 1L9,2,43.7223,-79.4504
1311,Juicy Couture,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1312,Versace Canada,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1313,RW&amp;Co,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1314,Cortina Ladies Wear,1381 Lawrence Ave W,M6L 1A4,2,43.7137,-79.4869
1315,International Clothier,100 Orfus Rd,M6A 1L9,2,43.7223,-79.4504
1316,Mendocino Clothing Co Ltd,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
1317,Sport Chek,3401 Dufferin St,M6A 2T9,2,43.7223,-79.4504
